old_url,status,canonical,content_type,action,new_url,redirect_code,template,indexability,notes
https://envintglobal.com/member/aastha-agrawal/,200,https://envintglobal.com/member/aastha-agrawal/,Team Member Profile,KEEP,/member/aastha-agrawal/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/lucille-andrade/,200,https://envintglobal.com/member/lucille-andrade/,Team Member Profile,KEEP,/member/lucille-andrade/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/manish-r-jain/,200,https://envintglobal.com/member/manish-r-jain/,Team Member Profile,KEEP,/member/manish-r-jain/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/member/vibhav-nuwal/,200,https://envintglobal.com/member/vibhav-nuwal/,Team Member Profile,KEEP,/member/vibhav-nuwal/,,TeamMemberTemplate,INDEXABLE,Individual leadership and team member bio profile (14 standalone public routes)
https://envintglobal.com/elementor-hf/header/,200,https://envintglobal.com/,WordPress Implementation / Elementor HF,410_REMOVE,N/A,410,N/A,NOINDEX,Elementor Header/Footer template endpoint. Obsolete implementation route with no equivalent content - return HTTP 410 Gone.
https://envintglobal.com/elementor-hf/footer/,200,https://envintglobal.com/,WordPress Implementation / Elementor HF,410_REMOVE,N/A,410,N/A,NOINDEX,Elementor Header/Footer template endpoint. Obsolete implementation route with no equivalent content - return HTTP 410 Gone.
https://envintglobal.com/category/all-categories/,200,https://envintglobal.com/category/all-categories/,Taxonomy Archive (Blog),KEEP,/category/all-categories/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/enviki/,200,https://envintglobal.com/category/enviki/,Taxonomy Archive (Blog),KEEP,/category/enviki/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/envision/,200,https://envintglobal.com/category/envision/,Taxonomy Archive (Blog),KEEP,/category/envision/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/featured/,200,https://envintglobal.com/category/featured/,Taxonomy Archive (Blog),KEEP,/category/featured/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/enviki/glossary-zone/,200,https://envintglobal.com/category/enviki/glossary-zone/,Taxonomy Archive (Blog),KEEP,/category/enviki/glossary-zone/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/enviki/how-to-articles/,200,https://envintglobal.com/category/enviki/how-to-articles/,Taxonomy Archive (Blog),KEEP,/category/enviki/how-to-articles/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/sustainability-featured/,200,https://envintglobal.com/category/sustainability-featured/,Taxonomy Archive (Blog),KEEP,/category/sustainability-featured/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/category/uncategorized/,200,https://envintglobal.com/category/uncategorized/,Taxonomy Archive (Blog),KEEP,/category/uncategorized/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/tag/explainer/,200,https://envintglobal.com/tag/explainer/,Taxonomy Archive (Blog),KEEP,/tag/explainer/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/tag/glossary-zone/,200,https://envintglobal.com/tag/glossary-zone/,Taxonomy Archive (Blog),KEEP,/tag/glossary-zone/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/tag/how-to-article/,200,https://envintglobal.com/tag/how-to-article/,Taxonomy Archive (Blog),KEEP,/tag/how-to-article/,,TaxonomyArchiveTemplate,INDEXABLE,Article category or tag archive listing page
https://envintglobal.com/service/climate-action/,200,https://envintglobal.com/service/climate-action/,Taxonomy Archive (Service/Sub-Service),KEEP,/service/climate-action/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/service/responsible-investment/,200,https://envintglobal.com/service/responsible-investment/,Taxonomy Archive (Service/Sub-Service),KEEP,/service/responsible-investment/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/service/sustainability-integration/,200,https://envintglobal.com/service/sustainability-integration/,Taxonomy Archive (Service/Sub-Service),KEEP,/service/sustainability-integration/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/bhr-assessment/,200,https://envintglobal.com/sub-service/bhr-assessment/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/bhr-assessment/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/capacity-building/,200,https://envintglobal.com/sub-service/capacity-building/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/capacity-building/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/esap/,200,https://envintglobal.com/sub-service/esap/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/esap/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/esg-dd/,200,https://envintglobal.com/sub-service/esg-dd/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/esg-dd/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/footprinting/,200,https://envintglobal.com/sub-service/footprinting/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/footprinting/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/market-assessment/,200,https://envintglobal.com/sub-service/market-assessment/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/market-assessment/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/materiality/,200,https://envintglobal.com/sub-service/materiality/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/materiality/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sub-service/reporting-disclosure/,200,https://envintglobal.com/sub-service/reporting-disclosure/,Taxonomy Archive (Service/Sub-Service),KEEP,/sub-service/reporting-disclosure/,,TaxonomyArchiveTemplate,INDEXABLE,Service / Sub-service taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/agriculture/,200,https://envintglobal.com/sector/agriculture/,Taxonomy Archive (Sector/Theme),KEEP,/sector/agriculture/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/automotive/,200,https://envintglobal.com/sector/automotive/,Taxonomy Archive (Sector/Theme),KEEP,/sector/automotive/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/bfsi/,200,https://envintglobal.com/sector/bfsi/,Taxonomy Archive (Sector/Theme),KEEP,/sector/bfsi/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/consumer/,200,https://envintglobal.com/sector/consumer/,Taxonomy Archive (Sector/Theme),KEEP,/sector/consumer/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/energy/,200,https://envintglobal.com/sector/energy/,Taxonomy Archive (Sector/Theme),KEEP,/sector/energy/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/healthcare/,200,https://envintglobal.com/sector/healthcare/,Taxonomy Archive (Sector/Theme),KEEP,/sector/healthcare/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/infra-real-estate/,200,https://envintglobal.com/sector/infra-real-estate/,Taxonomy Archive (Sector/Theme),KEEP,/sector/infra-real-estate/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/metals-mining/,200,https://envintglobal.com/sector/metals-mining/,Taxonomy Archive (Sector/Theme),KEEP,/sector/metals-mining/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/multiple/,200,https://envintglobal.com/sector/multiple/,Taxonomy Archive (Sector/Theme),KEEP,/sector/multiple/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/sector/technology/,200,https://envintglobal.com/sector/technology/,Taxonomy Archive (Sector/Theme),KEEP,/sector/technology/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/bhr/,200,https://envintglobal.com/theme/bhr/,Taxonomy Archive (Sector/Theme),KEEP,/theme/bhr/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/circular-economy/,200,https://envintglobal.com/theme/circular-economy/,Taxonomy Archive (Sector/Theme),KEEP,/theme/circular-economy/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/decarbonization/,200,https://envintglobal.com/theme/decarbonization/,Taxonomy Archive (Sector/Theme),KEEP,/theme/decarbonization/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/electric-mobility/,200,https://envintglobal.com/theme/electric-mobility/,Taxonomy Archive (Sector/Theme),KEEP,/theme/electric-mobility/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/esg-data/,200,https://envintglobal.com/theme/esg-data/,Taxonomy Archive (Sector/Theme),KEEP,/theme/esg-data/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/sustainable-supply-chain/,200,https://envintglobal.com/theme/sustainable-supply-chain/,Taxonomy Archive (Sector/Theme),KEEP,/theme/sustainable-supply-chain/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/theme/water/,200,https://envintglobal.com/theme/water/,Taxonomy Archive (Sector/Theme),KEEP,/theme/water/,,TaxonomyArchiveTemplate,INDEXABLE,Sector / Theme taxonomy archive listing associated impacts & posts
https://envintglobal.com/author/fiona/,200,https://envintglobal.com/author/fiona/,Author Archive,REVIEW,/author/fiona/,,TaxonomyArchiveTemplate,INDEXABLE,Preserved as HTTP 200 indexable archive pending Search Console/backlink evidence review
https://envintglobal.com/author/anand/,200,https://envintglobal.com/author/anand/,Author Archive,REVIEW,/author/anand/,,TaxonomyArchiveTemplate,INDEXABLE,Preserved as HTTP 200 indexable archive pending Search Console/backlink evidence review
https://envintglobal.com/envision,200,https://envintglobal.com/envision/,Non-Trailing Slash Duplicate,301_REDIRECT,/envision/,301,N/A,NOINDEX,Duplicate non-slash captured route - 301 redirect to canonical /envision/
https://envintglobal.com/careers/,200,https://envintglobal.com/careers-at-envint/,Legacy / Duplicate URL,301_REDIRECT,/careers-at-envint/,301,N/A,NOINDEX,Legacy careers URL (canonical points to /careers-at-envint/) - 301 redirect
https://envintglobal.com/understanding-emissions/,200,https://envintglobal.com/ghg-emissions-explained-a-clear-guide/,Legacy Article Slug / Canonical Target,301_REDIRECT,/ghg-emissions-explained-a-clear-guide/,301,N/A,NOINDEX,Old slug superseded by canonical target: /ghg-emissions-explained-a-clear-guide/
https://envintglobal.com/a-practical-guide-to-carbon-accounting/,200,https://envintglobal.com/carbon-accounting-a-practical-guide/,Legacy Article Slug / Canonical Target,301_REDIRECT,/carbon-accounting-a-practical-guide/,301,N/A,NOINDEX,Old slug superseded by canonical target: /carbon-accounting-a-practical-guide/
https://envintglobal.com/eu-taxonomy-framework-a-clear-guide/,404,,Broken / 404 URL,301_REDIRECT,/the-eu-taxonomy-demystified/,301,N/A,NOINDEX,Broken 404 URL captured on live site - 301 redirect to active article /the-eu-taxonomy-demystified/
https://envintglobal.com/brsr-compliance-for-the-top-1000-listed-entities-and-their-value-chain-partners/,200,https://envintglobal.com/brsr-compliance-for-the-top-1000-listed-entities/,Legacy Article Slug / Canonical Target,301_REDIRECT,/brsr-compliance-for-the-top-1000-listed-entities/,301,N/A,NOINDEX,Old slug superseded by canonical target: /brsr-compliance-for-the-top-1000-listed-entities/
https://envintglobal.com/esg-compliance-in-india/,200,https://envintglobal.com/esg-compliance-in-india-key-guidelines/,Legacy Article Slug / Canonical Target,301_REDIRECT,/esg-compliance-in-india-key-guidelines/,301,N/A,NOINDEX,Old slug superseded by canonical target: /esg-compliance-in-india-key-guidelines/
https://envintglobal.com/esg-reporting-in-india/,200,https://envintglobal.com/esg-reporting-in-india-past-and-present/,Legacy Article Slug / Canonical Target,301_REDIRECT,/esg-reporting-in-india-past-and-present/,301,N/A,NOINDEX,Old slug superseded by canonical target: /esg-reporting-in-india-past-and-present/
https://envintglobal.com/choosing-the-right-esg-consulting-firm-in-india-a-strategic-guide/,200,https://envintglobal.com/choosing-the-right-esg-consulting-firm/,Legacy Article Slug / Canonical Target,301_REDIRECT,/choosing-the-right-esg-consulting-firm/,301,N/A,NOINDEX,Old slug superseded by canonical target: /choosing-the-right-esg-consulting-firm/
https://envintglobal.com/minimizing-impact-utilizing-lca-pcf-and-epd-for-product-sustainability/,200,https://envintglobal.com/lca-pcf-and-epd-for-product-sustainability/,Legacy Article Slug / Canonical Target,301_REDIRECT,/lca-pcf-and-epd-for-product-sustainability/,301,N/A,NOINDEX,Old slug superseded by canonical target: /lca-pcf-and-epd-for-product-sustainability/
https://envintglobal.com/v3/corporate-sustainability/,200,,Legacy Staging URL,301_REDIRECT,/sustainability-integration/,301,N/A,NOINDEX,Legacy v3 staging route - 301 redirect to modern equivalent service page
https://envintglobal.com/v3/responsible-investment/,200,,Legacy Staging URL,301_REDIRECT,/responsible-investment/,301,N/A,NOINDEX,Legacy v3 staging route - 301 redirect to modern equivalent service page
https://envintglobal.com/v3/climate-action/,200,https://envintglobal.com/climate-action/,Legacy Staging URL,301_REDIRECT,/climate-action/,301,N/A,NOINDEX,Legacy v3 staging route - 301 redirect to modern equivalent service page
https://envintglobal.com/connect-gbc2024/,200,https://envintglobal.com/connect-gbc2024/,Campaign Landing Page,KEEP,/connect-gbc2024/,,CampaignLandingTemplate,INDEXABLE,Green Building Congress 2024 event campaign landing page - retained as KEEP
